3817,Midt-Telemark,Vestfold og Telemark,59.412816,9.066251
3818,Tinn,Vestfold og Telemark,59.99868,8.831595
3819,Hjartdal,Vestfold og Telemark,59.612822,8.949396
3820,Seljord,Vestfold og Telemark,59.483675,8.626927
3821,Kviteseid,Vestfold og Telemark,59.402021,8.494323
3822,Nissedal,Vestfold og Telemark,59.051531,8.562067
3823,Fyresdal,Vestfold og Telemark,59.183678,8.095055
3824,Tokke,Vestfold og Telemark,59.445679,8.013809
3825,Vinje,Vestfold og Telemark,59.889972,7.764776
4201,Risør,Agder,58.718283,9.224425
4202,Grimstad,Agder,58.344702,8.594867
4203,Arendal,Agder,58.461757,8.77245
4204,Kristiansand,Agder,58.159912,8.018206
4205,Lindesnes,Agder,58.159912,8.018206
4206,Farsund,Agder,58.063038,6.620277
4207,Flekkefjord,Agder,58.297182,6.659981
4211,Gjerstad,Agder,58.880135,9.017817
4212,Vegårshei,Agder,58.777348,8.866099
4213,Tvedestrand,Agder,58.622943,8.930381
4214,Froland,Agder,58.506857,8.642127
4215,Lillesand,Agder,58.248971,8.377626
4216,Birkenes,Agder,58.428586,8.215234
4217,Åmli,Agder,58.768446,8.486515
4218,Iveland,Agder,58.421031,7.972022
4219,Evje og Hornnes,Agder,58.552434,7.703531
4220,Bygland,Agder,58.831463,7.798643
4221,Valle,Agder,59.21301,7.53606
4222,Bykle,Agder,59.356887,7.357461
4223,Vennesla,Agder,58.268245,7.973607
4224,Åseral,Agder,58.623673,7.429663
4225,Lyngdal,Agder,58.137898,7.070436
4226,Hægebostad,Agder,58.388857,7.233244
4227,Kvinesdal,Agder,58.312175,6.961762
4228,Sirdal,Agder,58.877699,6.83588
1101,Eigersund,Rogaland,58.452076,6.003743
1103,Stavanger,Rogaland,58.9699756,5.733107300000029
1106,Haugesund,Rogaland,59.413581,5.267987
1108,Sandnes,Rogaland,58.853447,5.731674
1111,Sokndal,Rogaland,58.342652,6.294073
1112,Lund,Rogaland,58.519722,6.461389
1114,Bjerkreim,Rogaland,58.638356,6.089259
1119,Hå,Rogaland,58.572147,5.545054
1120,Klepp,Rogaland,58.773026,5.633311
1121,Time,Rogaland,58.723966,5.745896
1122,Gjesdal,Rogaland,58.835338,6.312727
1124,Sola,Rogaland,58.888796,5.653048
1127,Randaberg,Rogaland,58.999675,5.618707
1130,Strand,Rogaland,68.695812,15.450957
1133,Hjelmeland,Rogaland,59.220567,6.444578
1134,Suldal,Rogaland,59.571544,6.816438
1135,Sauda,Rogaland,59.650718,6.354144
1144,Kvitsøy,Rogaland,59.038725,5.377646
1145,Bokn,Rogaland,59.22997,5.438376
1146,Tysvær,Rogaland,59.374188,5.621221
1149,Karmøy,Rogaland,59.280102,5.307111
1151,Utsira,Rogaland,59.308922,4.886173
1160,Vindafjord,Rogaland,59.575631,5.77054
4601,Bergen,Vestland,60.39126279999999,5.32205440000007
4602,Kinn,Vestland,61.565354,4.919523
4611,Etne,Vestland,59.831455,6.251415
4612,Sveio,Vestland,59.541905,5.351802
4613,Bømlo,Vestland,59.795031,5.181769
4614,Stord,Vestland,59.778834,5.500228
4615,Fitjar,Vestland,59.917834,5.317035
4616,Tysnes,Vestland,60.046366,5.599215
4617,Kvinnherad,Vestland,59.936133,5.995594
4618,Ullensvang,Vestland,60.135176,6.68611
4619,Eidfjord,Vestland,60.460551,7.073578
4620,Ulvik,Vestland,60.567884,6.916444
4621,Voss,Vestland,60.658534,6.465313
4622,Kvam,Vestland,60.395718,6.108502
4623,Samnanger,Vestland,60.386954,5.784238
4624,Bjørnafjorden,Vestland,60.230351,5.641144
4625,Austevoll,Vestland,60.064443,5.155837
4626,Øygarden,Vestland,60.404301,4.759839
4627,Askøy,Vestland,60.461873,5.08933
4628,Vaksdal,Vestland,60.590407,5.819266
4629,Modalen,Vestland,60.894442,5.905814
4630,Osterøy,Vestland,60.537284,5.53304
4631,Alver,Vestland,60.622139,5.158465
4632,Austrheim,Vestland,60.795937,4.872489
4633,Fedje,Vestland,60.810706,4.44698
4634,Masfjorden,Vestland,60.801439,5.340555
4635,Gulen,Vestland,60.997511,5.094376
4636,Solund,Vestland,61.110887,4.538384
4637,Hyllestad,Vestland,61.171089,5.296056
4638,Høyanger,Vestland,61.220065,6.075744
4639,Vik,Vestland,65.312536,12.167341
4640,Sogndal,Vestland,61.225749,7.10179
4641,Aurland,Vestland,60.743465,7.131318
4642,Lærdal,Vestland,61.098051,7.481583
4643,Årdal,Vestland,59.145369,6.167661
4644,Luster,Vestland,61.59374,7.40597
4645,Askvoll,Vestland,61.350216,4.365446
4646,Fjaler,Vestland,61.292005,5.339668
4647,Sunnfjord,Vestland,61.468045,6.160125
4648,Bremanger,Vestland,61.84459,4.977449
4649,Stad,Vestland,62.104444,5.297222
4650,Gloppen,Vestland,61.703307,6.145588
4651,Stryn,Vestland,61.904433,6.722925
1505,Kristiansund,Møre og Romsdal,63.110335,7.728079
1506,Molde,Møre og Romsdal,62.737235,7.160731
1507,Ålesund,Møre og Romsdal,62.4722284,6.149482
1511,Vanylven,Møre og Romsdal,62.101013,5.638028
1514,Sande (Møre og Romsdal),Møre og Romsdal,61.325106,5.797755
1515,Herøy (Møre og Romsdal),Møre og Romsdal,65.977755,12.276671
1516,Ulstein,Møre og Romsdal,62.343315,5.848843
1517,Hareid,Møre og Romsdal,62.364448,6.033873
1520,Ørsta,Møre og Romsdal,62.261088,6.292152
1525,Stranda,Møre og Romsdal,62.309114,6.942409
1528,Sykkylven,Møre og Romsdal,62.361307,6.669184
1531,Sula,Møre og Romsdal,62.418472,6.198457
1532,Giske,Møre og Romsdal,62.660698,5.774171
1535,Vestnes,Møre og Romsdal,62.625926,7.086719
1539,Rauma,Møre og Romsdal,62.451845,7.858799
1547,Aukra,Møre og Romsdal,62.846117,6.942304
1554,Averøy,Møre og Romsdal,63.053267,7.475951
1557,Gjemnes,Møre og Romsdal,62.917488,7.795343
1560,Tingvoll,Møre og Romsdal,62.915729,8.241148
1563,Sunndal,Møre og Romsdal,62.598878,8.774252
1566,Surnadal,Møre og Romsdal,62.876713,8.880215
1573,Smøla,Møre og Romsdal,63.462626,8.014187
1576,Aure,Møre og Romsdal,63.287491,8.375707
1577,Volda,Møre og Romsdal,62.081759,6.091209
1578,Fjord,Møre og Romsdal,62.30369,7.2578
1579,Hustadvika,Møre og Romsdal,62.916796,7.22763
5001,Trondheim,Trøndelag,63.4305149,10.39505280000003
5006,Steinkjer,Trøndelag,64.015019,11.495263
5007,Namsos,Trøndelag,64.504051,11.510163
5014,Frøya,Trøndelag,63.970517,8.888743
5020,Osen,Trøndelag,64.298762,10.512819
5021,Oppdal,Trøndelag,62.594182,9.691234
5022,Rennebu,Trøndelag,62.876632,9.840747
5025,Røros,Trøndelag,62.574811,11.384107
5026,Holtålen,Trøndelag,62.926581,11.140569
5027,Midtre Gauldal,Trøndelag,62.909448,10.469349
5028,Melhus,Trøndelag,63.158039,10.329676
5029,Skaun,Trøndelag,63.274065,10.043347
5031,Malvik,Trøndelag,63.435836,10.672718
5032,Selbu,Trøndelag,63.219245,11.04129
5033,Tydal,Trøndelag,62.988745,11.864567
5034,Meråker,Trøndelag,63.415273,11.747803
5035,Stjørdal,Trøndelag,63.467797,10.917596
5036,Frosta,Trøndelag,63.583683,10.760819
5037,Levanger,Trøndelag,63.746357,11.300493
5038,Verdal,Trøndelag,63.792222,11.481667
5041,Snåase – Snåsa,Trøndelag,64.246503,12.38226
5042,Lierne,Trøndelag,64.360014,13.71651
5043,Raarvihke – Røyrvik,Trøndelag,64.887327,13.562194
5044,Namsskogan,Trøndelag,64.92604,13.15735
5045,Grong,Trøndelag,64.531389,12.62
5046,Høylandet,Trøndelag,64.62887,12.302062
5047,Overhalla,Trøndelag,64.476098,11.85793
5049,Flatanger,Trøndelag,64.501381,10.895577
5052,Leka,Trøndelag,65.087555,11.711647
5053,Inderøy,Trøndelag,63.877948,11.233498
5054,Indre Fosen,Trøndelag,63.643952,10.2086
5055,Heim,Trøndelag,63.425196,9.090634
5056,Hitra,Trøndelag,63.526013,8.757209
5057,Ørland,Trøndelag,63.669573,9.491977
5058,Åfjord,Trøndelag,63.977778,10.385556
5059,Orkland,Trøndelag,63.3067,9.8502
5060,Nærøysund,Trøndelag,64.8393,11.4608
5061,Rindal,Trøndelag,63.042222,9.289444
1804,Bodø,Nordland,67.2803556,14.404915999999957
1806,Narvik,Nordland,68.438498,17.427261
1811,Bindal,Nordland,65.121274,12.214983
1812,Sømna,Nordland,65.307697,12.167196
1813,Brønnøy,Nordland,65.505015,12.245402
1815,Vega,Nordland,65.70853,11.503295
1816,Vevelstad,Nordland,65.668333,12.518611
1818,Herøy (Nordland),Nordland,65.977755,12.276671
1820,Alstahaug,Nordland,65.874077,12.460837
1822,Leirfjord,Nordland,66.092325,13.033157
1824,Vefsn,Nordland,65.811202,13.20015
1825,Grane,Nordland,65.585426,13.393576
1826,Hattfjelldal,Nordland,65.597953,13.984215
1827,Dønna,Nordland,66.166195,12.439612
1828,Nesna,Nordland,66.198093,13.018185
1832,Hemnes,Nordland,59.719575,11.455522
1833,Rana,Nordland,66.439339,14.312232
1834,Lurøy,Nordland,66.431944,12.855
1835,Træna,Nordland,66.5075,12.030833
1836,Rødøy,Nordland,66.583333,13.35
1837,Meløy,Nordland,66.788056,13.675833
1838,Gildeskål,Nordland,67.033,14.033
1839,Beiarn,Nordland,66.917222,14.674722
1840,Saltdal,Nordland,66.92,15.56
1841,Fauske – Fuossko,Nordland,67.25963,15.39409
1845,Sørfold,Nordland,67.220556,15.808611
1848,Steigen,Nordland,67.798333,15.171944
1851,Lødingen,Nordland,68.404167,15.571389
1853,Evenes,Nordland,68.533333,16.916667
1856,Røst,Nordland,67.52,12.098889
1857,Værøy,Nordland,67.673056,12.669167
1859,Flakstad,Nordland,68.079167,13.275
1860,Vestvågøy,Nordland,68.221389,13.784444
1865,Vågan,Nordland,68.278056,14.520833
1866,Hadsel,Nordland,68.535,14.825
1867,Bø (Nordland),Nordland,68.695278,14.579444
1868,Øksnes,Nordland,68.888333,15.183333
1870,Sortland – Suortá,Nordland,68.695833,15.413056
1871,Andøy,Nordland,69.320556,16.120278
1874,Moskenes,Nordland,67.925278,12.958889
1875,Hamarøy,Nordland,68.066667,15.766667
5401,Tromsø,Troms og Finnmark,69.64961,18.95701
5402,Harstad,Troms og Finnmark,68.7989,16.5314
5403,Alta,Troms og Finnmark,69.976667,23.295833
5404,Vardø,Troms og Finnmark,70.366669,31.1
5405,Vadsø,Troms og Finnmark,70.073333,29.749722
5406,Hammerfest,Troms og Finnmark,70.663333,23.677778
5411,Kvæfjord,Troms og Finnmark,68.701944,16.146944
5412,Tjeldsund,Troms og Finnmark,68.484444,16.2925
5413,Ibestad,Troms og Finnmark,68.829444,17.245833
5414,Gratangen,Troms og Finnmark,68.690036,17.541747
5415,Loabák – Lavangen,Troms og Finnmark,68.657778,17.583611
5416,Bardu,Troms og Finnmark,68.743889,18.519167
5417,Salangen,Troms og Finnmark,68.900556,17.893056
5418,Målselv,Troms og Finnmark,68.975,19.064444
5419,Sørreisa,Troms og Finnmark,69.091944,18.193611
5420,Dyrøy,Troms og Finnmark,69.066944,17.741389
5421,Senja,Troms og Finnmark,69.3,17.666667
5422,Balsfjord,Troms og Finnmark,69.304722,19.203611
5423,Karlsøy,Troms og Finnmark,70.13,19.430833
5424,Lyngen,Troms og Finnmark,69.690278,20.081667
5425,Storfjord – Omasvuotna – Omasvuono,Troms og Finnmark,69.278611,20.286667
5426,Gáivuotna – Kåfjord – Kaivuono,Troms og Finnmark,69.604,20.53456
5427,Skjervøy,Troms og Finnmark,70.085278,20.659444
5428,Nordreisa,Troms og Finnmark,69.76826,21.0257
5429,Kvænangen,Troms og Finnmark,69.894167,21.980278
5430,Guovdageaidnu – Kautokeino,Troms og Finnmark,69.01151,23.04148
5432,Loppa,Troms og Finnmark,70.239444,22.348611
5433,Hasvik,Troms og Finnmark,70.591667,22.302778
5434,Måsøy,Troms og Finnmark,70.750722,24.785156
5435,Nordkapp,Troms og Finnmark,71.016667,25.783333
5436,Porsanger – Porsángu – Porsanki,Troms og Finnmark,70.05214,24.95594
5437,Kárásjohka – Karasjok,Troms og Finnmark,69.47223,25.51885
5438,Lebesby,Troms og Finnmark,70.945278,27.351111
5439,Gamvik,Troms og Finnmark,70.916667,28.05
5440,Berlevåg,Troms og Finnmark,70.857,29.093
5441,Deatnu – Tana,Troms og Finnmark,70.196389,28.186667
5442,Unjárga – Nesseby,Troms og Finnmark,70.133333,28.6
5443,Båtsfjord,Troms og Finnmark,70.483333,29.933333
5444,Sør-Varanger,Troms og Finnmark,69.65,29.733333
